Record_ID,Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Scheme_Code,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Beneficiaries_Target,Beneficiaries_Covered,Status,Audit_Remarks,Nodal_Officer_Contact
GFU00791,2023-24,2021-06-26,Maharashtra,Nashik,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,623.04,399.22,384.17,96.23,348,347.0,4957,4560.0,Completed,Fund utilization certificate pending,Sanjay Yadav - Block Development Officer - sanjay.yadav@nic.in
GFU00325,2024-25,2022-09-06,Gujarat,Bhavnagar,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,375.61,360.29,,,236,98.0,2276,862.0,Delayed,No remarks recorded,Lakshmi Singh - Scheme Nodal Officer - lakshmi.singh@nic.in
GFU00295,2021-22,2024-03-25,Uttar Pradesh,Agra,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,173.89,115.8,43.18,37.29,157,104.0,3164,1930.0,Ongoing,Utilization certificate submitted and verified,Rakesh Mishra - District Programme Coordinator - rakesh.mishra@nic.in
GFU00100,2024-25,2022-10-03,Tamil Nadu,Chennai,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,746.42,692.0,642.81,92.89,437,437.0,2732,2487.0,Completed,  Delay due to - land acquisition dispute  ,Meera Kumar - District Programme Coordinator - meera.kumar@nic.in
GFU00244,2022-23,2021-11-22,Madhya Pradesh,Indore,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,302.84,238.88,235.53,98.6,218,216.0,1134,1096.0,Completed,Beneficiary list under revision,Ashok Rao - District Programme Coordinator - ashok.rao@nic.in
GFU00082,2023-24,2025-02-07,Gujarat,Surat,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,240.26,194.1,115.61,59.56,452,74.0,2126,327.0,Ongoing,,Lakshmi Patel - Scheme Nodal Officer - lakshmi.patel@nic.in
GFU00386,2022-23,2021-09-29,West Bengal,Siliguri,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Urban Local Body (ULB),435.14,296.34,279.76,94.41,476,475.0,3244,3040.0,Completed,Beneficiary list under revision,Kavita Singh - Block Development Officer - kavita.singh@nic.in
GFU00892,2022-23,2023-10-06,Karnataka,Mangaluru,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Gram Panchayat,130.37,74.73,63.81,85.39,423,421.0,3966,3967.0,Completed,Delay due to - heavy monsoon rainfall,Deepa Yadav - Assistant Engineer - deepa.yadav@nic.in
GFU00557,2022-23,2024-04-23,Tamil Nadu,Chennai ,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),State Nodal Agency,363.33,209.6,200.54,95.68,21,19.0,4870,4428.0,Completed,Fund utilization certificate pending,Sunita Sharma - District Programme Coordinator - sunita.sharma@nic.in
GFU00631,2024-25,2022-12-23,Rajasthan,Jaipur,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Gram Panchayat,205.72,145.28,73.22,50.4,168,64.0,3710,1324.0,Delayed,Utilization certificate submitted and verified,Ganesh Nair - Scheme Nodal Officer - ganesh.nair@nic.in
GFU00959,2022-23,2024-02-24,Madhya Pradesh,jabalpur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,277.3,204.71,192.86,94.21,405,404.0,1494,1389.0,Completed,Material procurement in progress,Arvind Verma - District Collector Office - arvind.verma@nic.in
GFU00666,2023-24,2024-07-12,Tamil Nadu,Salem,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Urban Local Body (ULB),43.11,29.86,13.44,45.01,37,15.0,1815,695.0,Ongoing,No remarks recorded,Ganesh Das - District Collector Office - ganesh.das@nic.in
GFU00797,2023-24,2022-01-18,West Bengal,Durgapur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,District Panchayat / Zilla Parishad,656.58,636.3,557.13,87.56,13,8.0,627,,Ongoing,Delay due to - land acquisition dispute,Lakshmi Singh - Block Development Officer - lakshmi.singh@nic.in
GFU00428,2024-25,2022-04-23,Gujarat,surat,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,Gram Panchayat,451.21,228.39,0.0,0.0,354,0.0,1902,0.0,Not Started,Work completed as per schedule,Ramesh Reddy - District Collector Office - ramesh.reddy@nic.in
GFU00886,2024-25,2023-07-22,Maharashtra,Nagpur,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,481.51,388.58,334.5,86.08,238,154.0,2569,1570.0,Delayed,Delay due to - land acquisition dispute,Ganesh Mishra - Assistant Engineer - ganesh.mishra@nic.in
GFU00896,2023-24,2023-03-22,Rajasthan,Jaipur,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,728.12,693.03,650.44,93.85,12,12.0,196,204.0,Completed,Delay due to - land acquisition dispute,Ramesh Singh - District Programme Coordinator - ramesh.singh@nic.in
GFU00122,2022-23,2021-11-02,Tamil Nadu,madurai,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,168.8,149.19,52.7,35.32,495,347.0,4634,3085.0,Ongoing,Delay due to - contractor mobilisation issue,Ashok Iyer - Scheme Nodal Officer - ashok.iyer@nic.in
GFU00271,2024-25,2022-08-03,Uttar Pradesh, Varanasi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,306.39,299.26,290.91,97.21,235,77.0,2669,827.0,Ongoing,Beneficiary list under revision,Ramesh Mishra - District Programme Coordinator - ramesh.mishra@nic.in
GFU00011,2024-25,2022-05-12,Uttar Pradesh,Lucknow,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),State Nodal Agency,308.2,189.95,,,279,,2759,2777.0,Completed,Beneficiary list under revision,Deepa Nair - Block Development Officer - deepa.nair@nic.in
GFU00840,2024-25,2022-01-30,Rajasthan,Ajmer,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),State Nodal Agency,394.78,226.82,214.51,94.57,261,260.0,1539,1540.0,Completed,  Fund utilization certificate pending  ,Ramesh Chatterjee - District Programme Coordinator - ramesh.chatterjee@nic.in
GFU00824,2023-24,2025-02-23,Rajasthan,Jaipur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,622.42,340.29,291.36,85.62,71,69.0,2503,2396.0,Completed,Delay due to - land acquisition dispute,Kavita Reddy - Scheme Nodal Officer - kavita.reddy@nic.in
GFU00446,2022-23,2022-03-09,Uttar Pradesh,Meerut,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),NGO / Partner Organisation,468.07,292.17,260.18,89.05,498,497.0,3215,3017.0,Completed,Beneficiary list under revision,Sanjay Verma - District Programme Coordinator - sanjay.verma@nic.in
GFU00530,2022-23,2023-03-15,Tamil Nadu,Chennai,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,152.99,111.31,35.53,31.92,190,103.0,4171,2261.0,Ongoing,Beneficiary list under revision,Kavita Sharma - Scheme Nodal Officer - kavita.sharma@nic.in
GFU00066,2024-25,2021-06-02,Tamil Nadu,Madurai,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,481.75,416.61,201.09,48.27,198,168.0,1075,911.0,Ongoing,Delay due to - contractor mobilisation issue,Kavita Reddy - Scheme Nodal Officer - kavita.reddy@nic.in
GFU00359,2022-23,2022-04-22,Kerala,Thrissur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Urban Local Body (ULB),711.27,431.68,401.61,93.03,227,100.0,3991,1705.0,Ongoing,Delay due to - land acquisition dispute,Ramesh Singh - District Collector Office - ramesh.singh@nic.in
GFU00632,2024-25,2021-06-07,West Bengal,Siliguri,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,619.66,508.65,468.23,92.05,373,372.0,801,805.0,Completed,  Awaiting third-party audit clearance  ,Anjali Nair - Scheme Nodal Officer - anjali.nair@nic.in
GFU00989,2022-23,2022-09-29,Maharashtra,Kolhapur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,285.17,221.95,147.98,66.67,431,186.0,3409,1538.0,Ongoing,No remarks recorded,Sunita Sharma - District Programme Coordinator - sunita.sharma@nic.in
GFU00093,2024-25,2022-11-15,Bihar,Bhagalpur,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,704.49,362.16,314.46,86.83,299,297.0,2759,2731.0,Completed,,Sunita Singh - Scheme Nodal Officer - sunita.singh@nic.in
GFU00031,2022-23,2021-10-27,Gujarat, Rajkot,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,Gram Panchayat,32.04,18.19,6.85,37.66,329,301.0,3934,3386.0,Delayed,Work completed as per schedule,Deepa Patel - District Programme Coordinator - deepa.patel@nic.in
GFU00074,2024-25,2023-12-26,Bihar,Gaya,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,301.09,194.4,,,42,0.0,512,,Not Started,Material procurement in progress,Arvind Kumar - District Collector Office - arvind.kumar@nic.in
GFU00448,2022-23,2024-04-25,Tamil Nadu,Chennai,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,Urban Local Body (ULB),137.46,70.3,0.0,0.0,277,0.0,3069,0.0,Not Started,Awaiting third-party audit clearance,Rakesh Reddy - District Programme Coordinator - rakesh.reddy@nic.in
GFU00294,2024-25,2024-03-17,Maharashtra,Nashik,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,372.36,273.13,252.16,92.32,338,338.0,1427,1434.0,Completed,Fund utilization certificate pending,Meera Iyer - District Programme Coordinator - meera.iyer@nic.in
GFU00727,2024-25,2023-09-20,Maharashtra,Pune,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,69.6,63.22,62.32,98.58,203,202.0,1059,1034.0,Completed,No remarks recorded,Anjali Kumar - Block Development Officer - anjali.kumar@nic.in
GFU00430,2023-24,2024-01-15,Madhya Pradesh,Bhopal,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,240.06,141.53,0.0,0.0,468,0.0,1172,0.0,Not Started,  No remarks recorded  ,Rakesh Sharma - Scheme Nodal Officer - rakesh.sharma@nic.in
GFU00792,2023-24,2025-01-04,Karnataka,Mangaluru,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,165.1,93.67,67.82,72.4,341,249.0,880,590.0,Delayed,  Work completed as per schedule  ,Sunita Chatterjee - Block Development Officer - sunita.chatterjee@nic.in
GFU00596,2023-24,2025-01-12,Tamil Nadu,Tiruchirappalli ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,691.65,495.0,,,384,13.0,2497,78.0,Ongoing,Awaiting third-party audit clearance,Pooja Verma - Block Development Officer - pooja.verma@nic.in
GFU00925,2024-25,2022-05-20,Karnataka,Bengaluru,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,433.0,258.73,229.51,88.71,351,351.0,2756,2766.0,Completed,Delay due to - heavy monsoon rainfall,Pooja Naik - District Collector Office - pooja.naik@nic.in
GFU00929,2023-24,2024-07-23,Uttar Pradesh,Agra,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,295.44,219.31,0.0,0.0,460,0.0,635,,Not Started,No remarks recorded,Lakshmi Kumar - Scheme Nodal Officer - lakshmi.kumar@nic.in
GFU00986,2024-25,2024-10-11,Bihar,Muzaffarpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Urban Local Body (ULB),344.61,186.18,148.94,80.0,152,150.0,4959,4878.0,Ongoing,Utilization certificate submitted and verified,Ganesh Singh - District Collector Office - ganesh.singh@nic.in
GFU00407,2022-23,2024-02-07,Tamil Nadu,coimbatore,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,711.17,702.85,403.94,57.47,29,5.0,495,83.0,Delayed,,Meera Patel - District Programme Coordinator - meera.patel@nic.in
GFU00621,2021-22,2021-09-21,Madhya Pradesh,Jabalpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,61.08,53.21,,,467,466.0,1759,1711.0,Completed,Delay due to - contractor mobilisation issue,Kavita Kumar - Assistant Engineer - kavita.kumar@nic.in
GFU00401,2022-23,2021-04-28,Uttar Pradesh,varanasi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),270.52,240.69,221.83,92.16,112,110.0,3940,3947.0,Completed,Fund utilization certificate pending,Sunita Reddy - Block Development Officer - sunita.reddy@nic.in
GFU00228,2022-23,2023-04-02,Maharashtra,Pune,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,457.14,316.83,193.56,61.09,89,20.0,930,202.0,Ongoing,  No remarks recorded  ,Ramesh Kumar - Assistant Engineer - ramesh.kumar@nic.in
GFU00662,2021-22,2024-05-22,Karnataka,Mysuru,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,District Panchayat / Zilla Parishad,199.5,156.06,147.1,94.26,475,475.0,184,187.0,Completed,Awaiting third-party audit clearance,Kavita Rao - Scheme Nodal Officer - kavita.rao@nic.in
GFU00547,2022-23,2022-05-07,Bihar,patna,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,526.4,272.49,115.49,42.38,49,44.0,450,372.0,Delayed,Fund utilization certificate pending,Manoj Kumar - District Collector Office - manoj.kumar@nic.in
GFU00240,2021-22,2022-04-18,Kerala,Thiruvananthapuram,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,323.77,277.08,167.08,60.3,390,320.0,3364,2573.0,Ongoing,Delay due to - heavy monsoon rainfall,Sanjay Singh - District Programme Coordinator - sanjay.singh@nic.in
GFU00683,2022-23,2022-12-29,Madhya Pradesh,jabalpur,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),State Nodal Agency,62.9,55.86,52.48,93.95,299,297.0,993,956.0,Completed,,Kavita Singh - Block Development Officer - kavita.singh@nic.in
GFU00794,2023-24,2024-01-03,West Bengal,Kolkata,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,NGO / Partner Organisation,682.25,342.46,301.06,87.91,193,192.0,391,380.0,Completed,  Delay due to - land acquisition dispute  ,Meera Iyer - Block Development Officer - meera.iyer@nic.in
GFU00092,2024-25,2022-01-13,Tamil Nadu,Coimbatore,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,519.92,293.09,262.21,89.46,207,205.0,3982,3828.0,Completed,Awaiting third-party audit clearance,Pooja Rao - Scheme Nodal Officer - pooja.rao@nic.in
GFU00782,2021-22,2024-02-23,Madhya Pradesh, Indore,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Gram Panchayat,619.73,314.06,311.02,99.03,363,114.0,4139,1285.0,Ongoing,  No remarks recorded  ,Ganesh Das - Scheme Nodal Officer - ganesh.das@nic.in
GFU00176,2023-24,2021-07-23,Tamil Nadu,Coimbatore,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),NGO / Partner Organisation,716.26,572.1,376.47,65.8,90,72.0,4726,3967.0,Ongoing,Delay due to - land acquisition dispute,Lakshmi Das - Block Development Officer - lakshmi.das@nic.in
GFU00195,2024-25,2021-05-02,Uttar Pradesh,Lucknow ,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,695.18,507.24,0.0,0.0,203,0.0,4583,0.0,Not Started,  Fund utilization certificate pending  ,Kavita Nair - Scheme Nodal Officer - kavita.nair@nic.in
GFU00440,2021-22,2025-02-21,Bihar,Darbhanga,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,474.76,444.82,399.4,89.79,384,382.0,2659,2665.0,Completed,  Awaiting third-party audit clearance  ,Meera Sharma - District Programme Coordinator - meera.sharma@nic.in
GFU00580,2022-23,2024-06-25,Madhya Pradesh,Ujjain,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,646.72,324.01,309.8,95.61,21,21.0,2132,1996.0,Completed,Delay due to - land acquisition dispute,Sunita Sharma - Assistant Engineer - sunita.sharma@nic.in
GFU00193,2023-24,2022-08-26,Madhya Pradesh,Ujjain,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),NGO / Partner Organisation,444.91,419.97,160.72,38.27,431,221.0,4687,,Ongoing,No remarks recorded,Vinod Nair - District Programme Coordinator - vinod.nair@nic.in
GFU00500,2022-23,2024-01-28,Kerala,Kozhikode,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,744.78,483.91,460.32,95.13,65,63.0,370,331.0,Ongoing,Material procurement in progress,Kavita Nair - District Collector Office - kavita.nair@nic.in
GFU00146,2024-25,2021-07-01,Kerala,Thiruvananthapuram,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,771.81,740.73,659.14,88.99,106,104.0,1998,1941.0,Completed,  Utilization certificate submitted and verified  ,Sanjay Chatterjee - Assistant Engineer - sanjay.chatterjee@nic.in
GFU00933,2022-23,2023-05-04,Madhya Pradesh,Bhopal,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),NGO / Partner Organisation,198.42,138.73,0.0,0.0,152,0.0,60,0.0,Not Started,  Fund utilization certificate pending  ,Arvind Nair - Assistant Engineer - arvind.nair@nic.in
GFU00564,2023-24,2025-03-12,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),174.97,154.99,139.83,90.22,356,356.0,4458,4406.0,Completed,No remarks recorded,Anjali Patel - Block Development Officer - anjali.patel@nic.in
GFU00524,2024-25,2022-02-07,Maharashtra,Aurangabad ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,91.13,86.45,30.7,35.51,484,389.0,2611,2193.0,Delayed,Awaiting third-party audit clearance,Ramesh Nair - Block Development Officer - ramesh.nair@nic.in
GFU00145,2024-25,2021-06-20,Karnataka,Belagavi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,115.77,89.08,66.88,75.08,325,196.0,459,257.0,Delayed,Delay due to - land acquisition dispute,Anjali Iyer - Scheme Nodal Officer - anjali.iyer@nic.in
GFU00537,2023-24,2022-10-01,Uttar Pradesh, Varanasi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,503.94,438.18,383.93,87.62,446,444.0,2412,2426.0,Completed,Utilization certificate submitted and verified,Meera Kumar - District Collector Office - meera.kumar@nic.in
GFU00087,2024-25,2022-07-23,Madhya Pradesh, Jabalpur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),527.86,467.74,425.61,90.99,387,211.0,2275,1140.0,Delayed,Delay due to - heavy monsoon rainfall,Vinod Singh - Scheme Nodal Officer - vinod.singh@nic.in
